id,label,fl_0,fl_1,fl_2,fl_3,fl_4,fl_5,fl_6,fl_7,fl_8,fl_9,fl_10,fl_11,fs_0,fs_1,fo_0,fo_1
65580,-1,0,0,0,1,8,0,15,1,4,-14,0,0,3,0,0,0
65695,-1,6,0,0,3,12,1,1,5,5,4,1,0,4,1,0,0
65721,-1,0,0,0,1,9,0,1,1,2,0,0,0,4,0,0,0
67091,-1,0,0,0,1,8,0,0,0,0,0,0,0,4,0,0,0
67406,-1,2,0,0,5,9,0,0,5,3,5,1,0,3,0,1,0
67783,-1,6,0,0,1,2,0,0,2,2,2,1,0,4,0,0,0
67822,-1,9,0,2,2,5,1,0,2,2,2,1,0,5,0,0,0
67974,-1,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0
68876,-1,2,0,2,0,1,0,0,1,1,1,1,0,2,2,0,0
69083,-1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
69181,-1,2,0,1,9,0,1,1,8,2,7,4,0,6,0,0,0
69234,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69312,-1,7,3,1,1,0,0,8,0,0,-8,0,0,4,0,2,0
69317,-1,4,3,1,2,0,0,19,1,1,-18,1,0,8,0,1,0
69440,-1,7,0,0,0,0,0,0,1,0,1,1,0,5,0,2,0
69625,1,11,0,1,1,0,1,2,3,3,1,1,0,22,2,1,0
69664,-1,5,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0
69720,-1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
69725,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
69801,-1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
69853,-1,0,0,0,0,3,0,2,0,0,-2,0,0,2,0,0,0
69966,2,34,2,0,224,307,11,17,143,304,126,0,0,157,0,1,0
69967,-1,0,0,0,0,1,0,0,3,0,3,3,0,1,0,0,0
70259,2,14,1,2,4,3,1,4,5,0,1,5,0,3,1,1,0
70267,1,14,1,0,3,0,1,4,2,2,-2,1,0,16,2,2,0
70269,1,12,1,0,1,0,3,1,0,2,-1,0,0,15,2,2,0
70270,1,14,1,0,1,0,1,1,4,2,3,2,0,16,2,2,0
70291,2,7,1,1,1,2,0,2,1,2,-1,0,2,7,1,1,0
70437,-1,0,0,1,5,2,0,2,0,8,-2,0,0,16,0,0,0
70464,-1,9,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
70465,-1,7,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
70467,2,16,0,9,0,0,0,19,9,1,-10,9,0,19,9,2,0
70468,1,14,0,7,0,2,0,16,7,1,-9,7,0,15,7,2,0
70488,1,8,0,1,1,0,0,2,5,1,3,5,0,3,1,2,0
70489,1,8,0,2,1,0,0,2,2,1,0,2,0,3,1,2,0
70492,1,8,0,1,1,0,0,2,2,1,0,2,0,3,1,2,0
70493,1,8,0,1,1,0,0,2,2,1,0,2,0,3,1,2,0
70495,1,8,0,1,1,0,0,2,2,1,0,2,0,3,1,2,0
70496,1,8,0,1,1,0,0,2,2,1,0,2,0,3,1,2,0
70497,1,8,0,1,4,0,0,2,2,1,0,2,0,3,1,2,0
70498,1,8,0,1,1,0,0,2,2,1,0,2,0,3,1,2,0
70499,1,8,0,1,1,0,0,2,2,1,0,2,0,3,1,2,0
70500,1,8,0,1,0,1,0,2,1,1,-1,1,0,3,1,2,0
70502,1,8,0,1,0,4,0,3,1,1,-2,1,0,3,1,2,0
70503,1,8,0,1,1,0,0,2,2,1,0,2,0,3,1,2,0
70504,1,8,0,1,0,1,0,2,1,1,-1,1,0,3,1,2,0
70506,1,8,0,1,0,1,0,2,1,1,-1,1,0,3,1,2,0
70507,1,8,0,1,0,1,0,2,1,1,-1,1,0,3,1,2,0
70508,1,8,0,1,0,0,0,2,1,1,-1,1,0,3,1,2,0
70729,1,12,0,0,1,1,1,1,2,2,1,1,0,9,0,2,0
70811,2,14,0,1,16,5,1,13,2,8,-11,0,1,5,0,1,0
71442,2,2,0,0,0,0,0,1,0,0,-1,0,0,2,0,1,0
71611,-1,4,1,1,5,1,0,0,0,0,0,0,0,1,0,0,0
72081,2,12,1,1,0,3,0,5,8,3,3,2,2,10,1,1,0
72306,1,5,0,0,0,3,1,4,0,1,-4,0,0,2,0,1,0
72307,1,4,0,1,1,1,1,7,0,1,-7,0,0,2,0,1,0
72791,2,8,0,5,1,5,0,38,1,36,-37,0,0,14,4,1,0
73086,-1,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0
73326,2,15,1,1,3,0,0,26,18,20,-8,0,0,15,0,1,0
73368,-1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
73405,2,10,0,1,1,0,0,13,1,6,-12,0,0,1,0,1,0
73420,1,8,0,3,3,2,0,6,2,1,-4,2,0,1,0,1,0
73942,-1,8,0,0,1,0,2,0,1,2,1,0,0,0,0,0,0
74206,-1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0
75049,-1,4,0,14,5,3,0,1,4,5,3,0,0,23,0,0,0
75292,-1,0,0,0,0,1,0,0,0,2,0,0,0,5,1,0,0
76578,1,6,0,2,1,2,0,7,1,1,-6,1,0,1,0,2,0
76586,1,6,0,2,1,2,0,7,1,1,-6,1,0,1,0,2,0
76596,-1,1,0,0,1,0,0,1,1,5,0,0,0,1,0,0,0
76621,1,7,0,2,3,3,0,10,2,1,-8,2,0,1,0,2,0
76622,1,7,0,2,3,2,0,7,2,1,-5,2,0,1,0,2,0
76769,2,9,1,2,5,4,0,63,3,29,-60,0,0,1,0,2,0
76796,1,6,0,2,1,4,0,7,1,1,-6,1,0,1,0,2,0
76798,1,6,0,2,6,2,0,6,1,1,-5,1,0,1,0,2,0
76799,1,6,0,2,1,2,0,7,1,1,-6,1,0,1,0,2,0
76800,1,8,0,3,1,2,1,8,1,1,-7,1,0,1,0,2,0
76803,1,6,0,2,1,2,0,7,1,1,-6,1,0,1,0,2,0
76806,1,6,0,2,1,2,0,8,1,1,-7,1,0,1,0,2,0
76807,1,6,4,2,1,2,0,7,1,1,-6,1,0,1,0,2,0
76808,1,6,0,2,1,2,0,8,1,1,-7,1,0,1,0,2,0
76888,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
76908,-1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
77113,-1,0,0,0,2,1,0,1,0,0,-1,0,0,0,0,0,0
77126,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
77141,-1,0,0,0,4,1,0,1,2,4,1,0,0,0,0,0,0
77159,-1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0
77535,-1,0,11,2,11,16,0,0,0,0,0,0,0,3,1,0,0
77566,-1,0,11,0,11,15,1,0,0,0,0,0,0,3,1,0,0
77610,2,11,1,4,6,1,0,7,6,0,-1,6,0,3,1,1,0
77613,2,9,1,1,4,1,0,0,3,0,3,3,0,3,1,1,0
77615,2,16,1,1,9,1,0,0,8,0,8,8,0,3,1,1,0
77617,2,36,1,4,23,1,0,8,23,1,15,23,8,3,1,1,0
77954,-1,2,0,0,18,1,0,1,0,0,-1,0,0,4,1,0,0
77975,-1,0,0,0,0,0,0,1,0,0,-1,0,0,4,0,0,0
78020,-1,0,0,0,0,3,0,3,1,0,-2,1,0,7,0,0,0
78174,-1,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0
78189,-1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
78200,-1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
78203,-1,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0
78204,-1,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0
78206,-1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
78213,-1,2,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0
78227,-1,1,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0
78241,-1,8,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0
78251,1,6,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0
78252,-1,1,0,2,0,0,0,1,0,0,-1,0,0,30,0,0,0
78253,-1,2,1,3,1,0,0,13,0,2,-13,0,0,5,0,1,0
78254,-1,3,1,2,2,0,1,4,0,2,-4,0,0,10,0,1,0
78255,1,6,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0
78256,-1,8,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0
78257,-1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0
78368,2,10,0,1,3,1,0,13,3,12,-10,0,0,1,0,1,0
78412,-1,1,0,1,0,0,0,8,0,0,-8,0,0,3,1,0,0
78496,-1,1,0,0,1,0,1,4,1,0,-3,1,0,2,0,0,0
78907,-1,10,0,2,4,2,0,5,7,5,2,1,0,5,0,0,0
81445,-1,2,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0
81569,-1,49,0,6,22,21,7,0,20,142,20,0,0,0,1,0,0
81699,-1,6,2,161,22,111,0,4,7,21,3,0,0,0,1,0,0
81735,-1,5,0,33,2,48,0,1,0,1,-1,0,0,0,1,0,0
81854,-1,1,0,32,18,24,0,10,13,4,3,3,0,0,1,0,0
82084,-1,0,0,268,8,6,0,0,1,3,1,0,0,0,1,0,0
82493,-1,0,0,13,3,0,0,1,7,0,6,7,0,0,1,0,0
82558,-1,13,0,325,71,93,0,14,32,27,18,1,0,0,11,0,0
87171,-1,9,0,1,3,0,0,3,6,3,3,2,0,5,1,0,0
90628,-1,0,0,1,5,0,0,0,0,0,0,0,0,2,0,0,0
90899,-1,0,0,1,1,0,1,0,1,2,1,0,0,9,3,1,0
92154,-1,15,1,4,3,4,1,48,0,80,-48,0,0,77,1,0,0
92336,-1,1,11,1,11,15,0,0,1,0,1,1,0,4,1,0,0
92463,-1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
92480,2,17,1,1,12,1,0,0,10,1,10,10,7,3,1,1,0
92557,2,8,0,5,1,5,0,38,1,36,-37,0,0,14,4,1,0
92688,-1,0,0,0,10,1,0,0,0,2,0,0,0,3,0,0,0
92718,-1,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
92724,-1,0,0,0,2,1,0,1,0,0,-1,0,0,1,0,0,0
92746,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92747,-1,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0
92748,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93175,-1,0,11,0,11,16,0,0,0,1,0,0,0,3,1,0,0
93274,1,6,0,2,1,2,0,7,1,1,-6,1,0,1,0,2,0
93275,1,6,0,2,1,2,0,5,1,1,-4,1,0,1,0,2,0
93276,1,6,0,2,1,4,0,6,1,1,-5,1,0,1,0,2,0
93278,1,6,0,2,1,2,0,6,1,1,-5,1,0,1,0,2,0
93433,-1,1,1,1,1,1,0,0,0,0,0,0,0,4,1,0,0
94167,-1,9,0,2,0,3,0,3,0,1,-3,0,0,8,0,0,0
94271,-1,5,1,2,7,2,10,6,3,0,-3,3,0,11,0,0,0
94273,-1,1,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0
94360,-1,0,0,0,0,1,0,0,2,1,2,2,0,9,0,0,0
94407,-1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0
94413,-1,0,0,0,0,4,0,2,0,3,-2,0,0,11,0,0,0
94496,-1,1,0,0,1,1,0,5,0,2,-5,0,0,5,0,0,0
94698,-1,0,0,1,1,5,0,10,1,0,-9,1,0,24,7,0,0
94700,-1,0,0,1,10,0,0,101,5,0,-96,5,0,24,7,0,0
94922,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94945,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95003,-1,0,0,1,0,0,0,0,0,1,0,0,0,4,3,0,0
95178,-1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0
95192,2,6,0,0,1,2,0,1,2,20,1,0,1,0,0,1,0
95198,-1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
95205,2,6,0,0,1,2,0,1,2,20,1,0,1,0,0,1,0
95233,-1,0,0,0,1,0,0,0,0,1,0,0,0,10,0,0,0
95603,-1,1,0,0,4,2,0,0,0,1,0,0,0,1,0,0,0
97172,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
98170,2,16,0,0,3,0,0,0,5,10,5,0,1,9,1,1,0
98191,1,11,2,0,3,2,1,0,2,3,2,0,0,16,1,1,0
98319,-1,37,1,1,1,0,0,0,0,2,0,0,0,10,1,1,0
98350,2,14,0,5,2,0,0,7,6,32,-1,0,0,11,1,1,0
98410,1,9,2,1,5,2,0,1,1,3,0,0,0,16,1,1,0
98411,1,10,2,2,6,3,1,2,1,2,-1,0,0,16,1,1,0
98412,1,10,2,2,4,4,1,2,2,3,0,0,0,16,1,1,0
98413,1,10,2,1,2,3,1,1,0,3,-1,0,0,16,1,1,0
98414,1,12,2,2,2,3,1,1,1,3,0,0,0,17,1,1,0
98415,1,9,2,2,2,5,1,4,0,3,-4,0,0,16,1,1,0
98416,1,9,2,2,2,3,1,0,1,3,1,0,0,16,1,1,0
98417,1,12,2,3,2,2,1,3,0,3,-3,0,0,16,1,1,0
98418,1,11,2,2,2,5,1,1,1,3,0,0,0,16,1,1,0
98419,1,10,2,2,3,2,1,2,0,3,-2,0,0,16,1,1,0
98555,-1,17,0,1,1,1,0,0,0,1,0,0,0,10,1,1,0
98569,2,12,0,0,4,0,0,59,63,127,4,0,0,10,1,1,0
98574,-1,16,0,1,1,0,0,0,0,1,0,0,0,9,1,1,0
98588,1,11,2,1,3,2,1,0,2,5,2,0,0,16,1,1,0
98589,1,11,2,1,3,2,1,0,2,5,2,0,0,16,1,1,0
98590,1,10,2,0,3,2,1,0,2,3,2,0,0,16,1,1,0
98594,1,10,3,0,4,2,1,0,2,3,2,0,0,16,1,1,0
98613,1,10,2,0,3,4,1,3,2,3,-1,0,0,16,1,1,0
98647,1,10,2,0,3,4,1,0,2,3,2,0,0,16,1,1,0
98671,1,10,2,0,3,3,1,0,1,3,1,0,0,16,1,1,0
98678,1,10,2,0,3,2,5,0,1,3,1,0,0,16,1,1,0
98680,1,10,2,0,3,2,1,0,1,2,1,0,0,16,1,1,0
98710,1,11,2,1,2,2,1,2,0,3,-2,0,0,17,2,1,0
98714,1,11,2,0,3,3,1,0,1,3,1,0,0,16,1,1,0
98774,1,12,2,0,3,3,1,0,0,4,0,0,0,16,1,1,0
98810,1,9,2,0,2,2,1,1,1,3,0,0,0,17,2,1,0
98823,1,9,3,0,2,2,1,0,1,3,1,0,0,16,1,1,0
98837,1,9,2,0,2,3,1,1,2,3,1,0,0,16,1,1,0
98838,1,11,2,0,2,4,1,1,1,3,0,0,0,16,1,1,0
98866,1,9,2,0,2,3,1,0,1,2,1,0,0,16,1,1,0
98888,-1,16,0,0,1,1,0,0,0,0,0,0,0,12,1,1,0
98913,1,9,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
98928,1,10,2,2,3,2,2,0,1,3,1,0,0,17,2,1,0
98929,1,11,2,1,2,2,1,0,1,3,1,0,0,16,1,1,0
98930,1,10,2,1,3,3,1,1,1,3,0,0,0,17,2,1,0
98935,1,11,4,1,4,2,1,3,1,3,-2,0,0,16,1,1,0
98937,1,11,2,2,2,2,1,0,1,3,1,0,0,17,2,1,0
98943,1,9,2,0,3,2,0,0,1,3,1,0,0,16,1,1,0
98974,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98975,1,10,2,0,5,2,0,0,3,3,3,1,0,16,1,1,0
98976,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98977,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98978,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98979,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98980,1,10,2,0,2,2,0,0,0,2,0,0,0,16,1,1,0
98981,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98982,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98983,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98984,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98985,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98986,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98987,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98988,1,13,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98989,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98990,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98991,1,10,2,0,2,2,3,0,0,3,0,0,0,16,1,1,0
98992,1,10,2,3,2,2,0,0,0,3,0,0,0,16,1,1,0
98993,1,10,2,0,2,2,0,0,0,2,0,0,0,16,1,1,0
98994,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98995,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98996,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98997,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98998,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
98999,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
99000,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
99001,1,11,2,0,2,2,2,0,0,3,0,0,0,16,1,1,0
99002,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
99003,1,12,2,0,2,3,2,0,0,3,0,0,0,16,1,1,0
99004,1,13,2,0,2,3,1,0,0,3,0,0,0,16,1,1,0
99005,1,11,2,0,3,2,2,0,0,2,0,0,0,16,1,1,0
99006,1,10,2,0,2,2,2,0,0,3,0,0,0,16,1,1,0
99007,1,11,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
99008,1,10,2,0,2,2,1,0,0,2,0,0,0,16,1,1,0
99009,1,10,2,0,3,2,1,0,0,3,0,0,0,16,1,1,0
99010,1,12,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
99011,1,11,2,0,2,2,2,0,0,1,0,0,0,16,1,1,0
99012,1,11,2,0,5,2,2,0,0,3,0,0,0,16,1,1,0
99013,1,10,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
99014,1,10,2,0,2,2,0,0,0,2,0,0,0,16,1,1,0
99015,1,10,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
99016,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
99017,1,10,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
99018,1,10,2,0,2,5,1,0,0,3,0,0,0,16,1,1,0
99019,1,11,2,0,2,2,6,0,0,3,0,0,0,16,1,1,0
99020,1,10,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
99021,1,11,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
99022,1,12,2,0,6,2,1,0,0,3,0,0,0,16,1,1,0
99023,1,10,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
99049,1,10,2,0,2,2,1,1,1,3,0,0,0,16,1,1,0
99139,1,10,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
99140,1,11,3,0,2,2,1,0,1,3,1,0,0,16,1,1,0
99141,1,11,2,0,2,3,2,0,1,3,1,0,0,16,1,1,0
99142,1,11,2,0,2,2,1,0,1,3,1,0,0,16,1,1,0
99143,1,11,2,0,2,2,1,0,1,3,1,0,0,16,1,1,0
99144,1,10,2,0,2,2,0,0,1,3,1,0,3,16,1,1,0
99145,1,10,2,0,3,2,1,0,1,3,1,0,0,16,1,1,0
99146,1,11,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
99190,-1,16,0,0,1,1,0,0,0,0,0,0,0,11,1,1,0
99202,-1,15,0,0,3,0,0,0,2,3,2,0,0,12,1,1,0
99225,1,9,2,0,2,2,0,0,0,2,0,0,0,16,1,1,0
99263,1,10,2,0,2,2,1,1,1,3,0,0,0,16,1,1,0
99264,1,10,2,0,2,2,1,1,1,3,0,0,0,16,1,1,0
99265,-1,2,5,1,7,4,0,0,3,1,3,3,0,16,0,0,0
99287,1,10,2,2,3,2,1,0,4,3,4,1,0,16,1,1,0
99288,1,10,2,0,2,2,1,1,0,3,-1,0,0,16,1,1,0
99289,-1,13,0,0,1,1,0,0,0,0,0,0,0,10,1,1,0
99290,1,10,2,0,2,2,1,1,1,3,0,0,0,16,1,1,0
99291,-1,37,1,1,1,0,0,0,0,2,0,0,0,10,1,1,0
99292,1,10,2,0,2,2,1,0,1,3,1,0,0,16,1,1,0
99293,1,10,2,0,2,3,1,1,1,3,0,0,0,16,1,1,0
99297,1,10,2,0,2,2,1,0,1,3,1,0,0,16,1,1,0
99298,1,10,2,0,2,2,1,1,1,3,0,0,0,16,1,1,0
99299,1,12,2,0,8,4,1,1,0,3,-1,0,0,16,1,1,0
99302,2,16,0,1,3,0,0,1,8,9,7,0,0,9,1,1,0
99303,-1,17,0,1,1,1,0,0,0,1,0,0,0,10,1,1,0
99305,-1,14,0,0,1,1,0,0,0,0,0,0,0,11,1,1,0
99310,-1,13,0,0,1,1,0,3,0,0,-3,0,0,11,1,1,0
99312,-1,13,0,0,1,1,0,0,0,0,0,0,0,11,1,1,0
99313,1,17,0,0,2,1,0,0,2,0,2,2,0,11,1,1,0
99314,-1,16,0,0,1,1,0,0,0,0,0,0,0,10,1,1,0
99316,1,11,2,0,2,3,1,1,1,4,0,0,0,16,1,1,0
99319,1,11,2,0,3,2,1,0,2,3,2,0,0,16,1,1,0
99321,1,4,2,0,4,2,1,0,2,3,2,0,0,8,0,1,0
99322,1,11,2,0,2,2,1,0,1,3,1,0,0,16,1,1,0
99323,1,11,2,1,4,2,1,1,1,3,0,0,0,16,1,1,0
99324,1,10,2,1,2,2,1,0,2,3,2,0,0,16,1,1,0
99325,-1,16,0,1,1,0,0,0,0,1,0,0,0,9,1,1,0
99328,2,16,0,0,5,1,0,5,12,26,7,0,0,9,1,1,0
99330,2,12,0,0,6,0,0,6,5,11,-1,0,0,10,1,1,0
99334,2,19,0,0,1,0,0,0,4,6,4,0,1,14,1,1,0
99337,1,11,2,1,3,4,1,5,2,3,-3,0,0,16,1,1,0
99341,2,12,0,0,4,0,0,59,63,127,4,0,0,10,1,1,0
99349,2,19,1,0,2,2,0,0,2,0,2,2,0,11,1,1,0
99356,1,10,2,0,2,2,0,0,1,3,1,0,3,16,1,1,0
99357,2,26,0,4,17,3,7,32,113,605,81,0,1,13,1,1,0
99360,2,18,1,0,8,1,0,0,8,17,8,0,0,10,1,1,0
99366,1,15,0,0,3,0,0,0,2,3,2,0,0,12,1,1,0
99397,1,11,2,1,3,3,1,0,1,3,1,0,0,16,1,1,0
99408,1,10,2,1,7,2,1,0,1,3,1,0,0,16,1,1,0
99410,1,10,2,0,8,4,1,0,1,3,1,0,0,16,1,1,0
99411,1,11,2,0,3,2,1,0,2,2,2,1,0,16,1,1,0
99412,1,10,2,1,3,2,1,0,2,3,2,0,0,16,1,1,0
99414,1,10,2,0,3,2,1,0,2,3,2,0,0,16,1,1,0
99415,-1,13,2,0,3,5,0,0,1,3,1,0,0,16,1,1,0
99416,1,10,2,0,3,5,1,0,2,3,2,0,0,16,1,1,0
99417,1,10,2,0,3,3,1,0,2,3,2,0,0,16,1,1,0
99428,1,12,2,0,3,3,1,0,1,3,1,0,0,16,1,1,0
99429,1,11,2,0,3,3,1,0,2,3,2,0,0,16,1,1,0
99455,-1,4,3,3,1,0,2,0,0,2,0,0,0,1,0,0,0
99457,2,14,0,0,14,0,0,12,12,48,0,0,0,12,1,1,0
99458,2,18,1,0,8,1,0,0,8,17,8,0,0,10,1,1,0
99578,1,10,2,1,3,2,1,1,2,3,1,0,0,16,1,1,0
99581,1,10,2,0,8,3,1,0,2,2,2,1,0,16,1,1,0
99582,1,10,2,0,3,2,1,0,2,3,2,0,0,16,1,1,0
99614,1,9,2,1,2,2,0,0,0,3,0,0,3,16,1,1,0
99618,1,10,2,2,7,2,1,1,2,3,1,0,0,16,1,1,0
99619,1,10,2,1,5,2,1,2,2,3,0,0,0,16,1,1,0
99620,1,10,2,0,3,2,1,0,1,1,1,1,0,16,1,1,0
99621,1,12,2,0,3,2,1,0,1,1,1,1,0,16,1,1,0
99622,1,9,2,0,3,2,1,0,1,3,1,0,0,16,1,1,0
99623,1,10,2,0,3,4,1,0,1,1,1,1,0,16,1,1,0
99624,1,11,2,0,3,3,1,0,1,1,1,1,0,16,1,1,0
99808,-1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0
99830,1,16,0,1,4,10,0,0,2,3,2,0,0,24,0,1,0
99868,2,17,0,0,14,2,3,3,16,63,13,0,0,10,1,1,0
99871,1,10,2,1,3,2,1,0,2,3,2,0,0,16,1,1,0
99875,1,12,2,2,7,3,1,0,1,3,1,0,0,16,1,1,0
99915,1,10,3,0,2,2,1,0,1,3,1,0,0,16,1,1,0
99917,1,10,2,0,2,2,1,0,1,3,1,0,0,16,1,1,0
99918,1,12,2,2,2,2,2,0,1,3,1,0,0,16,1,1,0
99973,1,10,2,0,2,2,2,0,1,3,1,0,0,16,1,1,0
99979,1,14,3,1,3,2,1,0,1,3,1,0,0,16,1,1,0
100001,1,10,2,1,3,2,1,4,1,2,-3,0,0,16,1,1,0
100002,1,11,2,0,2,6,1,0,1,3,1,0,0,16,1,1,0
100003,1,12,3,1,2,2,1,1,1,3,0,0,0,16,1,1,0
100006,1,10,2,1,2,3,1,1,1,3,0,0,0,16,1,1,0
100009,1,12,2,1,6,7,2,0,4,3,4,1,0,16,1,1,0
100026,1,14,2,1,2,3,1,0,1,1,1,1,0,16,1,1,0
100034,1,12,2,2,2,4,1,0,1,3,1,0,0,16,1,1,0
100035,1,10,2,2,3,2,1,1,1,3,0,0,0,16,1,1,0
100036,1,11,2,2,2,2,1,0,1,3,1,0,0,16,1,1,0
100037,1,11,2,0,2,2,1,0,1,3,1,0,0,16,1,1,0
100038,1,11,2,1,2,3,1,2,1,3,-1,0,0,16,1,1,0
100039,1,11,2,0,4,2,1,0,1,3,1,0,0,16,1,1,0
100040,1,12,3,1,2,2,1,1,1,3,0,0,0,16,1,1,0
100041,1,11,2,1,4,2,1,1,1,3,0,0,0,16,1,1,0
100042,1,10,2,1,5,2,1,5,1,3,-4,0,0,16,1,1,0
100043,1,11,2,2,2,4,1,4,1,3,-3,0,0,16,1,1,0
100044,1,10,2,1,2,2,1,1,1,3,0,0,0,16,1,1,0
100045,1,12,5,2,2,3,1,2,1,3,-1,0,0,16,1,1,0
100046,1,10,2,0,2,2,1,0,1,3,1,0,1,16,1,1,0
100048,1,11,2,0,2,2,1,0,1,1,1,1,0,16,1,1,0
100064,1,10,2,1,2,2,2,0,1,3,1,0,0,16,1,1,0
100089,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
100094,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
100095,1,12,2,0,2,2,1,0,0,3,0,0,0,16,1,1,0
100099,1,10,2,0,2,2,0,0,0,3,0,0,0,16,1,1,0
100235,1,11,2,1,2,2,1,0,1,3,1,0,0,17,2,1,0
100236,1,11,2,0,2,2,1,0,1,2,1,0,0,17,2,1,0
100238,1,12,3,1,3,2,1,0,1,3,1,0,0,17,2,1,0
100241,1,11,2,1,3,3,1,1,1,3,0,0,0,17,2,1,0
100251,-1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
100297,1,10,2,0,3,3,1,0,2,3,2,0,0,16,1,1,0
100381,1,12,2,1,2,5,1,0,0,3,0,0,0,16,1,1,0
