id	label	judge	prob	f01|E:url[seminar]	f02|#:text[abstract]	f03|#:text[location]	f04|#:text[LOCATION]	f05|#:text[speaker]	f06|#:text[SPEAKER]	f07|#:text[date|time]	f08|#:text[DATE|TIME]	f09|#:tag[img]	f10|#:text[tbc/tba]	f11|#:tag[table]	f12|#:url[neg_word]	f13|#:text[seminar]
63717	-1	-1	1.0	1	0	6	5	0	0	7	1	3	0	0	0	2
64471	-1	-1	1.0	0	0	11	16	0	0	3	3	6	0	6	0	0
64860	-1	-1	1.0	0	0	1	0	1	1	11	2	4	0	0	0	3
65314	-1	-1	1.0	0	0	2	1	0	1	9	2	6	0	0	0	1
65360	-1	-1	1.0	0	0	6	7	2	1	9	3	5	0	0	0	0
65580	-1	-1	1.0	0	0	1	0	0	15	8	4	3	0	0	0	0
65695	-1	-1	1.0	0	1	3	1	0	1	12	5	4	0	1	0	6
67783	-1	-1	1.0	0	0	1	2	0	0	2	2	4	0	0	0	6
68876	-1	-1	1.0	0	0	0	1	2	0	1	1	2	0	2	0	2
69083	-1	-1	1.0	0	0	0	0	0	0	2	1	1	0	0	0	0
69181	-1	-1	1.0	0	1	9	8	1	1	0	2	6	0	0	0	2
69312	-1	2	1.0	2	0	1	0	1	8	0	0	4	0	0	0	7
69440	-1	-1	1.0	2	0	0	1	0	0	0	0	5	0	0	0	7
69625	1	1	1.0	1	1	1	0	1	2	0	3	22	0	2	0	11
69664	-1	-1	1.0	1	0	0	0	0	0	1	0	8	0	0	0	5
69720	-1	-1	1.0	0	0	0	0	0	0	1	0	1	0	0	0	2
69725	-1	-1	1.0	0	0	0	0	0	0	1	0	1	0	0	0	0
69853	-1	-1	1.0	0	0	0	0	0	2	3	0	2	0	0	0	0
69966	2	2	1.0	1	11	224	143	0	17	307	304	157	0	0	0	34
69967	-1	-1	1.0	0	0	0	3	0	0	1	0	1	0	0	0	0
70259	2	2	1.0	1	1	4	2	2	4	3	0	3	0	1	0	14
70267	1	1	1.0	2	1	3	2	0	4	0	2	16	0	2	0	14
70437	-1	-1	1.0	0	0	5	0	1	2	2	8	16	0	0	0	0
70464	-1	1	1.0	2	0	0	0	0	0	0	1	1	0	0	0	9
70489	1	1	1.0	2	0	1	1	2	2	0	1	3	0	1	0	8
70492	1	1	1.0	2	0	1	1	1	2	0	1	3	0	1	0	8
70495	1	1	1.0	2	0	1	1	1	2	0	1	3	0	1	0	8
70496	1	1	1.0	2	0	1	1	1	2	0	1	3	0	1	0	8
70498	1	1	1.0	2	0	1	1	1	2	0	1	3	0	1	0	8
70499	1	1	1.0	2	0	1	1	1	2	0	1	3	0	1	0	8
70502	1	1	1.0	2	0	0	0	1	3	4	1	3	0	1	0	8
70503	1	1	1.0	2	0	1	1	1	2	0	1	3	0	1	0	8
70504	1	1	1.0	2	0	0	0	1	2	1	1	3	0	1	0	8
70508	1	1	1.0	2	0	0	0	1	2	0	1	3	0	1	0	8
70729	1	1	1.0	2	1	1	1	0	1	1	2	9	0	0	0	12
72081	2	1	1.0	1	0	0	8	1	5	3	3	10	2	1	0	12
72306	1	-1	1.0	1	1	0	0	0	4	3	1	2	0	0	0	5
72307	1	1	1.0	1	1	1	0	1	7	1	1	2	0	0	0	4
72791	2	2	1.0	1	0	1	1	5	38	5	36	14	0	4	0	8
73086	-1	-1	1.0	0	0	0	0	0	0	1	0	7	0	0	0	0
73326	2	2	1.0	1	0	3	10	1	26	0	20	15	0	0	0	15
73368	-1	-1	1.0	0	1	1	1	0	1	0	1	1	0	0	0	1
73942	-1	-1	1.0	0	2	1	1	0	0	0	2	0	0	0	0	8
76578	1	1	1.0	2	0	1	1	2	7	2	1	1	0	0	0	6
76596	-1	-1	1.0	0	0	1	1	0	1	0	5	1	0	0	0	1
76622	1	1	1.0	2	0	3	2	2	7	2	1	1	0	0	0	7
76769	2	2	1.0	2	0	5	3	2	63	4	29	1	0	0	0	9
76803	1	1	1.0	2	0	1	1	2	7	2	1	1	0	0	0	6
76807	1	1	1.0	2	0	1	1	2	7	2	1	1	0	0	0	6
76808	1	1	1.0	2	0	1	1	2	8	2	1	1	0	0	0	6
76888	-1	-1	1.0	0	0	0	0	0	0	1	0	1	0	0	0	0
76908	-1	-1	1.0	0	0	0	0	0	0	2	0	2	0	0	0	0
77113	-1	-1	1.0	0	0	2	0	0	1	1	0	0	0	0	0	0
77126	-1	-1	1.0	0	0	2	0	0	0	1	0	1	0	0	0	0
77610	2	2	1.0	1	0	6	6	4	7	1	0	3	0	1	0	11
77954	-1	-1	1.0	0	0	18	0	0	1	1	0	4	0	1	0	2
77975	-1	-1	1.0	0	0	0	0	0	1	0	0	4	0	0	0	0
78189	-1	-1	1.0	0	0	0	0	0	0	0	0	5	0	1	0	1
78203	-1	-1	1.0	0	0	0	0	1	0	0	0	13	0	0	0	1
78206	-1	-1	1.0	0	0	0	0	0	0	0	0	5	0	0	0	1
78213	-1	-1	1.0	0	0	0	0	0	0	9	0	5	0	0	0	2
78241	-1	1	1.0	1	0	0	0	0	0	0	4	4	0	0	0	8
78251	1	1	1.0	1	0	0	0	0	0	0	4	4	0	0	0	6
78252	-1	-1	1.0	0	0	0	0	2	1	0	0	30	0	0	0	1
78253	-1	2	1.0	1	0	1	0	3	13	0	2	5	0	0	0	2
78256	-1	1	1.0	1	0	0	0	0	0	0	4	4	0	0	0	8
78257	-1	-1	1.0	0	0	0	0	1	0	0	0	5	0	0	0	1
78496	-1	-1	1.0	0	1	1	1	0	4	0	0	2	0	0	0	1
82084	-1	2	1.0	0	0	8	1	268	0	6	3	0	0	1	0	0
90628	-1	-1	1.0	0	0	5	0	1	0	0	0	2	0	0	0	0
90899	-1	-1	1.0	1	1	1	1	1	0	0	2	9	0	3	0	0
92154	-1	-1	1.0	0	1	3	0	4	48	4	80	77	0	1	0	15
92747	-1	-1	1.0	0	0	2	0	0	0	1	0	6	0	0	0	0
92748	-1	-1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
93175	-1	-1	1.0	0	0	11	0	0	0	16	1	3	0	1	0	0
93276	1	1	1.0	2	0	1	1	2	6	4	1	1	0	0	0	6
93278	1	1	1.0	2	0	1	1	2	6	2	1	1	0	0	0	6
94167	-1	-1	1.0	0	0	0	0	2	3	3	1	8	0	0	0	9
94273	-1	-1	1.0	0	0	0	0	0	0	1	0	8	0	0	0	1
94407	-1	-1	1.0	0	0	0	0	0	0	1	0	9	0	0	0	0
94496	-1	-1	1.0	0	0	1	0	0	5	1	2	5	0	0	0	1
94698	-1	-1	1.0	0	0	1	1	1	10	5	0	24	0	7	0	0
95003	-1	-1	1.0	0	0	0	0	1	0	0	1	4	0	3	0	0
95178	-1	-1	1.0	0	0	4	0	0	0	0	0	2	0	0	0	0
95192	2	1	1.0	1	0	1	1	0	1	2	20	0	1	0	0	6
95198	-1	-1	1.0	0	0	0	0	0	0	0	0	2	0	0	0	1
95205	2	1	1.0	1	0	1	1	0	1	2	20	0	1	0	0	6
98191	1	1	1.0	1	1	3	1	0	0	2	3	16	0	1	0	11
98319	-1	-1	1.0	1	0	1	0	1	0	0	2	10	0	1	0	37
98410	1	1	1.0	1	0	5	0	1	1	2	3	16	0	1	0	9
98412	1	1	1.0	1	1	4	1	2	2	4	3	16	0	1	0	10
98415	1	1	1.0	1	1	2	0	2	4	5	3	16	0	1	0	9
98417	1	1	1.0	1	1	2	0	3	3	2	3	16	0	1	0	12
98419	1	1	1.0	1	1	3	0	2	2	2	3	16	0	1	0	10
98555	-1	-1	1.0	1	0	1	0	1	0	1	1	10	0	1	0	17
98588	1	1	1.0	1	1	3	2	1	0	2	5	16	0	1	0	11
98590	1	1	1.0	1	1	3	2	0	0	2	3	16	0	1	0	10
98594	1	1	1.0	1	1	4	2	0	0	2	3	16	0	1	0	10
98678	1	1	1.0	1	5	3	1	0	0	2	3	16	0	1	0	10
98710	1	1	1.0	1	1	2	0	1	2	2	3	17	0	2	0	11
98714	1	1	1.0	1	1	3	1	0	0	3	3	16	0	1	0	11
98774	1	1	1.0	1	1	3	0	0	0	3	4	16	0	1	0	12
98810	1	1	1.0	1	1	2	0	0	1	2	3	17	0	2	0	9
98837	1	1	1.0	1	1	2	1	0	1	3	3	16	0	1	0	9
98838	1	1	1.0	1	1	2	0	0	1	4	3	16	0	1	0	11
98888	-1	-1	1.0	1	0	1	0	0	0	1	0	12	0	1	0	16
98913	1	1	1.0	1	1	2	0	0	0	2	3	16	0	1	0	9
98928	1	1	1.0	1	2	3	0	2	0	2	3	17	0	2	0	10
98929	1	1	1.0	1	1	2	0	1	0	2	3	16	0	1	0	11
98930	1	1	1.0	1	1	3	1	1	1	3	3	17	0	2	0	10
98935	1	1	1.0	1	1	4	1	1	3	2	3	16	0	1	0	11
98983	1	1	1.0	1	0	2	0	0	0	2	3	16	0	1	0	10
98985	1	1	1.0	1	0	2	0	0	0	2	3	16	0	1	0	10
98986	1	1	1.0	1	0	2	0	0	0	2	3	16	0	1	0	10
98988	1	1	1.0	1	0	2	0	0	0	2	3	16	0	1	0	13
98989	1	1	1.0	1	0	2	0	0	0	2	3	16	0	1	0	10
98991	1	1	1.0	1	3	2	0	0	0	2	3	16	0	1	0	10
98995	1	1	1.0	1	0	2	0	0	0	2	3	16	0	1	0	10
98997	1	1	1.0	1	0	2	0	0	0	2	3	16	0	1	0	10
99003	1	1	1.0	1	2	2	0	0	0	3	3	16	0	1	0	12
99004	1	1	1.0	1	1	2	0	0	0	3	3	16	0	1	0	13
99005	1	1	1.0	1	2	3	0	0	0	2	2	16	0	1	0	11
99006	1	1	1.0	1	2	2	0	0	0	2	3	16	0	1	0	10
99007	1	1	1.0	1	1	2	0	0	0	2	3	16	0	1	0	11
99008	1	1	1.0	1	1	2	0	0	0	2	2	16	0	1	0	10
99009	1	1	1.0	1	1	3	0	0	0	2	3	16	0	1	0	10
99016	1	1	1.0	1	0	2	0	0	0	2	3	16	0	1	0	10
99018	1	1	1.0	1	1	2	0	0	0	5	3	16	0	1	0	10
99021	1	1	1.0	1	1	2	0	0	0	2	3	16	0	1	0	11
99022	1	1	1.0	1	1	6	0	0	0	2	3	16	0	1	0	12
99049	1	1	1.0	1	1	2	0	0	1	2	3	16	0	1	0	10
99139	1	1	1.0	1	1	2	0	0	0	2	3	16	0	1	0	10
99140	1	1	1.0	1	1	2	0	0	0	2	3	16	0	1	0	11
99141	1	1	1.0	1	2	2	0	0	0	3	3	16	0	1	0	11
99190	-1	-1	1.0	1	0	1	0	0	0	1	0	11	0	1	0	16
99202	-1	1	1.0	1	0	3	2	0	0	0	3	12	0	1	0	15
99225	1	1	1.0	1	0	2	0	0	0	2	2	16	0	1	0	9
99263	1	1	1.0	1	1	2	0	0	1	2	3	16	0	1	0	10
99264	1	1	1.0	1	1	2	0	0	1	2	3	16	0	1	0	10
99287	1	1	1.0	1	1	3	4	2	0	2	3	16	0	1	0	10
99288	1	1	1.0	1	1	2	0	0	1	2	3	16	0	1	0	10
99290	1	1	1.0	1	1	2	0	0	1	2	3	16	0	1	0	10
99292	1	1	1.0	1	1	2	0	0	0	2	3	16	0	1	0	10
99297	1	1	1.0	1	1	2	0	0	0	2	3	16	0	1	0	10
99298	1	1	1.0	1	1	2	0	0	1	2	3	16	0	1	0	10
99303	-1	-1	1.0	1	0	1	0	1	0	1	1	10	0	1	0	17
99312	-1	-1	1.0	1	0	1	0	0	0	1	0	11	0	1	0	13
99313	1	2	1.0	1	0	2	2	0	0	1	0	11	0	1	0	17
99316	1	1	1.0	1	1	2	0	0	1	3	4	16	0	1	0	11
99319	1	1	1.0	1	1	3	1	0	0	2	3	16	0	1	0	11
99325	-1	-1	1.0	1	0	1	0	1	0	0	1	9	0	1	0	16
99330	2	2	1.0	1	0	6	5	0	6	0	11	10	0	1	0	12
99337	1	1	1.0	1	1	3	1	1	5	4	3	16	0	1	0	11
99412	1	1	1.0	1	1	3	2	1	0	2	3	16	0	1	0	10
99415	-1	1	1.0	1	0	3	1	0	0	5	3	16	0	1	0	13
99416	1	1	1.0	1	1	3	2	0	0	5	3	16	0	1	0	10
99429	1	1	1.0	1	1	3	2	0	0	3	3	16	0	1	0	11
99455	-1	-1	1.0	0	2	1	0	3	0	0	2	1	0	0	0	4
99457	2	2	1.0	1	0	14	11	0	12	0	48	12	0	1	0	14
99578	1	1	1.0	1	1	3	2	1	1	2	3	16	0	1	0	10
99582	1	1	1.0	1	1	3	2	0	0	2	3	16	0	1	0	10
99622	1	1	1.0	1	1	3	1	0	0	2	3	16	0	1	0	9
99808	-1	-1	1.0	0	0	1	0	0	0	0	0	5	0	0	0	0
99830	1	1	1.0	1	0	4	2	1	0	10	3	24	0	0	0	16
99868	2	2	1.0	1	3	14	13	0	3	2	63	10	0	1	0	17
99871	1	1	1.0	1	1	3	2	1	0	2	3	16	0	1	0	10
99875	1	1	1.0	1	1	7	1	2	0	3	3	16	0	1	0	12
99915	1	1	1.0	1	1	2	0	0	0	2	3	16	0	1	0	10
99917	1	1	1.0	1	1	2	0	0	0	2	3	16	0	1	0	10
99918	1	1	1.0	1	2	2	0	2	0	2	3	16	0	1	0	12
99973	1	1	1.0	1	2	2	0	0	0	2	3	16	0	1	0	10
100001	1	1	1.0	1	1	3	0	1	4	2	2	16	0	1	0	10
100006	1	1	1.0	1	1	2	0	1	1	3	3	16	0	1	0	10
100034	1	1	1.0	1	1	2	0	2	0	4	3	16	0	1	0	12
100036	1	1	1.0	1	1	2	0	2	0	2	3	16	0	1	0	11
100039	1	1	1.0	1	1	4	0	0	0	2	3	16	0	1	0	11
100042	1	1	1.0	1	1	5	0	1	5	2	3	16	0	1	0	10
100046	1	1	1.0	1	1	2	0	0	0	2	3	16	1	1	0	10
100064	1	1	1.0	1	2	2	0	1	0	2	3	16	0	1	0	10
100089	1	1	1.0	1	0	2	0	0	0	2	3	16	0	1	0	10
100099	1	1	1.0	1	0	2	0	0	0	2	3	16	0	1	0	10
100236	1	1	1.0	1	1	2	0	0	0	2	2	17	0	2	0	11
100238	1	1	1.0	1	1	3	0	1	0	2	3	17	0	2	0	12
100241	1	1	1.0	1	1	3	1	1	1	3	3	17	0	2	0	11
100381	1	1	1.0	1	1	2	0	1	0	5	3	16	0	1	0	12
100385	1	1	1.0	1	1	3	0	1	1	2	3	16	0	1	0	11
100388	1	1	1.0	1	1	2	0	0	0	2	3	16	0	1	0	11
100396	1	1	1.0	1	1	2	0	0	0	2	3	16	0	1	0	10
100398	1	1	1.0	1	1	2	0	0	0	3	3	16	0	1	0	11
100446	2	-1	1.0	0	0	1	0	1	0	3	6	16	0	1	0	28
100489	-1	-1	1.0	0	1	0	1	1	1	6	0	1	1	0	0	8
105282	1	1	1.0	1	0	1	1	2	1	1	4	3	0	0	1	11
105736	-1	-1	1.0	0	0	5	1	2	0	1	6	4	0	0	0	0
105744	-1	-1	1.0	0	1	9	0	2	0	2	3	3	0	0	0	0
105771	-1	-1	1.0	0	0	0	0	0	1	1	0	3	0	0	0	0
105791	-1	-1	1.0	1	0	0	1	0	0	0	0	3	0	1	0	8
105994	-1	-1	1.0	0	0	0	0	0	0	1	0	4	0	1	0	0
106075	-1	1	1.0	1	0	1	1	0	7	1	2	3	0	0	0	10
106300	-1	1	1.0	1	2	2	1	1	3	0	2	3	0	0	0	6
106328	-1	-1	1.0	0	0	0	1	0	0	0	0	2	0	0	0	1
106522	-1	-1	1.0	0	0	3	0	0	2	8	6	4	0	0	0	2
106578	-1	-1	1.0	0	0	1	0	0	0	0	2	0	0	0	0	2
106671	-1	-1	1.0	0	0	6	2	0	166	0	1	1	0	0	0	2
106854	-1	-1	1.0	0	0	4	0	2	0	5	17	47	0	0	0	0
107471	1	1	1.0	2	0	3	1	0	0	6	6	5	0	0	0	17
107484	2	1	1.0	1	0	8	3	3	0	12	7	3	0	0	0	12
107500	1	1	1.0	2	0	4	1	2	0	8	6	5	0	0	0	18
107501	1	-1	1.0	2	0	3	0	2	4	8	8	5	0	0	0	16
107524	1	1	1.0	2	0	4	1	1	4	8	5	5	0	0	0	12
107549	-1	1	1.0	1	0	2	0	1	7	1	1	2	0	1	0	4
107744	1	1	1.0	2	0	4	1	1	0	8	6	5	0	0	0	16
107757	1	2	1.0	2	0	3	0	1	2	8	5	5	0	0	0	14
108006	2	1	1.0	1	0	0	8	1	5	3	3	10	2	1	0	12
108013	-1	-1	1.0	0	0	0	1	0	0	1	0	6	0	0	0	2
108055	-1	-1	1.0	0	0	0	1	0	0	1	0	6	0	0	0	2
108184	1	1	1.0	1	0	0	0	0	0	0	1	1	0	0	0	8
108399	-1	2	1.0	1	1	7	0	2	41	3	68	76	0	1	0	21
108920	-1	-1	1.0	0	1	1	0	0	0	1	12	1	0	1	0	2
109136	1	1	1.0	2	0	0	0	1	2	0	1	3	0	1	0	8
109186	1	1	1.0	2	0	3	2	1	0	0	6	3	0	0	0	9
109239	1	2	1.0	2	0	5	4	0	0	0	4	3	0	0	0	15
109551	1	1	1.0	1	0	0	0	0	3	1	9	3	0	0	0	7
109565	1	-1	1.0	2	0	2	1	1	2	1	6	5	0	0	0	7
109795	2	2	1.0	1	1	15	0	0	10	4	7	4	0	0	0	12
109861	1	1	1.0	2	0	0	0	1	2	0	1	3	0	1	0	8
109866	1	1	1.0	2	0	0	0	1	2	0	1	3	0	1	0	8
110271	-1	-1	1.0	0	0	1	0	4	0	4	1	13	0	0	1	1
110389	1	1	1.0	1	0	3	2	2	1	0	6	3	1	0	0	8
110391	1	1	1.0	1	0	3	2	3	2	0	5	3	1	0	0	8
110403	1	1	1.0	1	0	3	2	1	3	0	5	3	1	0	0	7
110408	2	2	1.0	1	0	3	25	3	21	0	26	3	1	0	0	26
110409	2	2	1.0	1	0	4	42	10	36	0	40	3	1	0	0	33
110419	1	1	1.0	1	0	3	2	1	1	0	5	3	1	0	0	8
110426	1	1	1.0	1	0	3	2	1	3	0	5	3	1	0	0	8
110428	1	1	1.0	1	0	3	2	1	3	0	5	3	1	0	0	8
110429	1	1	1.0	1	0	3	2	1	3	0	5	3	1	0	0	8
110431	1	1	1.0	1	0	3	2	1	3	0	5	3	1	0	0	11
110432	1	1	1.0	1	0	3	2	1	1	0	5	3	1	0	0	8
110440	1	1	1.0	1	0	3	2	1	1	0	5	3	1	0	0	9
110443	1	1	1.0	1	0	4	2	2	3	0	5	3	1	0	0	8
110462	1	1	1.0	1	0	3	3	1	1	0	5	3	1	0	0	8
110465	1	1	1.0	1	0	3	2	1	4	0	5	3	1	0	0	8
110469	1	1	1.0	1	0	3	2	1	4	0	5	3	1	0	0	8
110471	1	1	1.0	1	0	3	3	2	1	0	5	3	1	0	0	8
110473	1	1	1.0	1	0	5	3	2	1	1	5	3	1	0	0	7
110479	1	1	1.0	1	0	3	2	3	6	0	5	3	1	0	0	9
110487	1	2	1.0	2	1	3	4	2	11	1	5	3	1	0	0	15
110493	1	1	1.0	1	0	3	2	1	1	0	5	3	1	0	0	8
110494	1	1	1.0	1	0	3	2	1	1	0	5	3	1	0	0	8
110496	1	1	1.0	1	0	3	1	1	0	0	7	3	1	0	0	9
110500	1	1	1.0	1	0	3	2	1	1	0	5	3	1	0	0	8
110502	1	1	1.0	1	0	3	1	1	1	0	5	3	1	0	0	7
110506	1	1	1.0	1	0	3	2	1	1	0	5	3	1	0	0	8
110508	1	1	1.0	1	0	3	3	2	3	0	5	3	1	0	0	7
110512	1	1	1.0	1	0	3	3	2	1	0	5	3	1	0	0	8
110516	1	1	1.0	1	0	3	2	1	1	0	5	3	1	0	0	9
110522	1	1	1.0	1	0	4	2	1	0	1	5	3	1	0	0	8
110525	1	1	1.0	1	0	3	3	1	7	0	6	5	1	0	0	10
110638	-1	-1	1.0	0	0	1	0	0	2	1	0	5	0	1	0	1
110982	1	-1	1.0	1	0	7	5	1	0	1	5	6	0	0	0	7
111000	1	1	1.0	2	0	2	2	3	2	5	3	2	0	0	0	7
111039	2	-1	1.0	1	0	1	2	2	11	4	11	2	0	0	0	4
111048	2	1	1.0	1	0	4	4	0	0	0	19	0	0	5	0	8
111056	-1	-1	1.0	0	0	1	2	2	3	5	1	3	0	0	0	1
111144	1	1	1.0	2	0	2	3	2	3	4	3	2	0	0	0	7
111151	1	1	1.0	2	0	2	3	3	2	4	3	2	0	0	0	6
111207	-1	-1	1.0	0	0	0	0	0	1	0	0	0	0	0	0	4
111233	1	1	1.0	2	0	2	3	2	1	4	2	2	1	0	0	4
111238	1	1	1.0	2	0	1	2	2	0	4	3	2	0	0	0	5
111241	1	1	1.0	2	0	1	2	2	0	4	3	2	0	0	0	5
111264	1	1	1.0	2	0	1	2	3	1	4	3	2	0	0	0	4
111265	1	1	1.0	2	0	2	3	3	0	4	3	2	0	0	0	4
111268	1	1	1.0	2	0	2	3	2	0	4	3	2	0	0	0	4
111270	1	1	1.0	2	0	1	2	2	0	4	3	2	0	0	0	4
111275	1	1	1.0	2	0	2	3	2	1	4	2	2	1	0	0	4
111281	1	1	1.0	2	0	3	3	3	1	4	3	2	0	0	0	4
111284	1	1	1.0	2	0	2	3	2	2	4	4	2	0	0	0	6
111321	2	-1	1.0	1	0	1	2	2	10	6	12	2	0	0	0	5
111381	1	1	1.0	2	0	3	4	2	0	4	3	2	0	0	0	5
111667	-1	-1	1.0	0	0	0	2	0	0	1	10	12	0	1	0	2
111966	-1	-1	1.0	0	0	0	2	0	0	1	1	2	0	1	0	2
112954	-1	-1	1.0	1	0	6	8	19	3	2	2	6	0	0	0	25
112987	1	2	1.0	2	0	6	7	0	0	2	3	6	0	0	0	15
113477	-1	-1	1.0	1	0	6	3	0	0	12	0	2	0	0	0	4
113725	-1	-1	1.0	0	1	4	7	1	0	0	1	12	0	6	0	0
113767	-1	-1	1.0	0	0	2	1	0	1	8	2	6	0	0	0	6
114065	2	-1	1.0	1	0	1	0	2	2	10	8	5	0	0	0	16
114531	-1	-1	1.0	1	0	3	0	0	2	12	1	6	0	0	0	2
114950	-1	-1	1.0	1	0	17	13	0	0	0	1	6	0	3	0	6
114959	-1	-1	1.0	1	0	18	14	0	0	0	1	4	0	3	0	6
115417	-1	-1	1.0	0	0	1	0	0	0	1	0	1	0	0	0	0
115843	-1	-1	1.0	0	0	4	4	0	0	3	2	1	0	0	0	0
117652	-1	2	1.0	1	0	11	6	3	0	0	0	3	0	0	0	8
117788	-1	-1	1.0	0	0	5	3	0	0	0	0	3	0	0	0	0
117992	-1	-1	1.0	1	0	17	13	0	0	0	1	6	0	3	0	6
